"coach","wins","draws","losses","total_points","position","simulation"
"James",10,0,11,34846,5,5091
"Luke",9,0,12,34160,6,5091
"Mark",8,0,13,35161,7,5091
"Simon",7,0,14,34071,8,5091
"Paul",17,0,4,37651,1,5092
"Lester",15,0,6,36614,2,5092
"Mark",13,0,8,35287,3,5092
"Anthony",11,0,10,35035,4,5092
"Luke",8,0,13,34563,5,5092
"James",8,0,13,34542,6,5092
"Simon",6,0,15,34005,7,5092
"Jordan",6,0,15,32588,8,5092
"Lester",17,0,4,36672,1,5093
"Paul",13,0,8,35867,2,5093
"Jordan",10,0,11,33202,3,5093
"Mark",9,0,12,35091,4,5093
"James",9,0,12,34906,5,5093
"Luke",9,0,12,34261,6,5093
"Simon",9,0,12,33969,7,5093
"Anthony",8,0,13,34115,8,5093
"Anthony",17,0,4,36203,1,5094
"Lester",14,0,7,37111,2,5094
"Mark",12,0,9,36580,3,5094
"Luke",11,0,10,34550,4,5094
"James",11,0,10,34544,5,5094
"Paul",10,0,11,35735,6,5094
"Jordan",5,0,16,32280,7,5094
"Simon",4,0,17,33514,8,5094
"Paul",15,0,6,36844,1,5095
"Lester",14,0,7,36089,2,5095
"Anthony",14,0,7,35952,3,5095
"Mark",10,0,11,35913,4,5095
"James",8,0,13,34753,5,5095
"Luke",8,0,13,34155,6,5095
"Jordan",8,0,13,33630,7,5095
"Simon",7,0,14,33029,8,5095
"Lester",14,0,7,36804,1,5096
"Paul",13,0,8,36364,2,5096
"Anthony",11,0,10,34913,3,5096
"Mark",10,0,11,34848,4,5096
"Luke",10,0,11,34803,5,5096
"James",10,0,11,34752,6,5096
"Jordan",9,0,12,33750,7,5096
"Simon",7,0,14,34150,8,5096
"Lester",14,0,7,36150,1,5097
"James",14,0,7,34666,2,5097
"Paul",12,0,9,36752,3,5097
"Luke",12,0,9,35056,4,5097
"Anthony",11,0,10,35315,5,5097
"Mark",9,0,12,35275,6,5097
"Simon",6,0,15,33284,7,5097
"Jordan",6,0,15,32730,8,5097
"Paul",14,0,7,36088,1,5098
"Lester",13,0,8,36583,2,5098
"Luke",12,0,9,34723,3,5098
"Simon",11,0,10,33859,4,5098
"Anthony",10,0,11,35376,5,5098
"Mark",9,0,12,34985,6,5098
"James",9,0,12,34489,7,5098
"Jordan",6,0,15,32948,8,5098
"Anthony",15,0,6,35351,1,5099
"Paul",14,0,7,36133,2,5099
"Lester",13,0,8,35209,3,5099
"Mark",12,0,9,35540,4,5099
"Luke",10,0,11,34622,5,5099
"James",10,0,11,34465,6,5099
"Jordan",6,0,15,32682,7,5099
"Simon",4,0,17,32931,8,5099
"Lester",15,0,6,36560,1,5100
"Anthony",14,0,7,35127,2,5100
"James",11,0,10,34807,3,5100
"Mark",10,0,11,35409,4,5100
"Luke",10,0,11,34728,5,5100
"Paul",9,0,12,35873,6,5100
"Jordan",9,0,12,33264,7,5100
"Simon",6,0,15,32910,8,5100
"Lester",16,0,5,36458,1,5101
"Mark",12,0,9,35667,2,5101
"Anthony",12,0,9,35615,3,5101
"Luke",12,0,9,35193,4,5101
"Paul",10,0,11,36066,5,5101
"James",8,0,13,34704,6,5101
"Simon",7,0,14,33586,7,5101
"Jordan",7,0,14,32534,8,5101
"Lester",14,0,7,36565,1,5102
"Paul",14,0,7,35608,2,5102
"Anthony",13,0,8,35633,3,5102
"Mark",11,0,10,35741,4,5102
"Simon",9,0,12,33638,5,5102
"James",8,0,13,34072,6,5102
"Jordan",8,0,13,33560,7,5102
"Luke",7,0,14,34268,8,5102
"Lester",13,1,7,36806,1,5103
"Paul",13,0,8,36302,2,5103
"Luke",13,0,8,35053,3,5103
"Simon",10,0,11,34587,4,5103
"Jordan",10,0,11,34186,5,5103
"Anthony",9,1,11,35866,6,5103
"Mark",8,0,13,35079,7,5103
"James",7,0,14,34895,8,5103
"James",12,0,9,35376,1,5104
"Anthony",12,0,9,35064,2,5104
"Lester",11,0,10,36038,3,5104
"Mark",11,0,10,35196,4,5104
"Jordan",11,0,10,32962,5,5104
"Luke",10,0,11,34578,6,5104
"Paul",9,0,12,36159,7,5104
"Simon",8,0,13,33160,8,5104
"Lester",15,0,6,36561,1,5105
"Mark",14,0,7,36282,2,5105
"Paul",11,0,10,36645,3,5105
"Anthony",11,0,10,35718,4,5105
"Luke",9,0,12,35013,5,5105
"Simon",9,0,12,34226,6,5105
"James",8,0,13,34373,7,5105
"Jordan",7,0,14,33469,8,5105
"Lester",16,0,5,36873,1,5106
"Paul",13,0,8,36151,2,5106
"Anthony",13,0,8,35144,3,5106
"James",10,0,11,34735,4,5106
"Luke",10,0,11,34501,5,5106
"Mark",9,0,12,34727,6,5106
"Jordan",8,0,13,33510,7,5106
"Simon",5,0,16,33493,8,5106
"Lester",15,0,6,36826,1,5107
"James",13,0,8,34964,2,5107
"Paul",12,0,9,36156,3,5107
"Anthony",12,0,9,34995,4,5107
"Mark",11,0,10,35280,5,5107
"Luke",10,0,11,34829,6,5107
"Jordan",6,0,15,33036,7,5107
"Simon",5,0,16,32783,8,5107
"Anthony",14,0,7,35612,1,5108
"Paul",13,0,8,36454,2,5108
"Lester",13,0,8,36037,3,5108
"Mark",12,0,9,35664,4,5108
"James",11,0,10,35156,5,5108
"Luke",9,0,12,34236,6,5108
"Simon",7,0,14,32708,7,5108
"Jordan",5,0,16,32336,8,5108
"Lester",15,0,6,37184,1,5109
"Luke",12,0,9,34991,2,5109
"James",12,0,9,34745,3,5109
"Paul",11,0,10,36663,4,5109
"Mark",11,0,10,35859,5,5109
"Anthony",10,1,10,35285,6,5109
"Jordan",7,0,14,32353,7,5109
"Simon",5,1,15,33833,8,5109
"Anthony",16,0,5,35447,1,5110
"Lester",13,0,8,35998,2,5110
"Paul",12,0,9,36157,3,5110
"Luke",12,0,9,35669,4,5110
"James",12,0,9,34625,5,5110
"Mark",10,0,11,35667,6,5110
"Jordan",6,0,15,32850,7,5110
"Simon",3,0,18,33316,8,5110
"Lester",17,0,4,36788,1,5111
"Paul",13,0,8,36452,2,5111
"Anthony",10,1,10,35614,3,5111
"James",10,1,10,34616,4,5111
"Luke",10,0,11,35312,5,5111
"Mark",9,1,11,35564,6,5111
"Simon",7,0,14,33447,7,5111
"Jordan",6,1,14,32004,8,5111
"Lester",15,0,6,36587,1,5112
"Anthony",13,0,8,35810,2,5112
"Paul",12,0,9,36573,3,5112
"Luke",12,0,9,35592,4,5112
"Mark",9,0,12,35115,5,5112
"James",9,0,12,34305,6,5112
"Simon",7,0,14,34160,7,5112
"Jordan",7,0,14,33741,8,5112
"Paul",12,0,9,36194,1,5113
"Mark",12,0,9,36130,2,5113
"Anthony",12,0,9,35332,3,5113
"Lester",11,0,10,35822,4,5113
"Luke",11,0,10,34688,5,5113
"James",10,0,11,34500,6,5113
"Simon",9,0,12,34469,7,5113
"Jordan",7,0,14,32925,8,5113
"Lester",16,0,5,36651,1,5114
"Paul",15,0,6,36427,2,5114
"Luke",11,0,10,34190,3,5114
"Mark",10,0,11,35706,4,5114
"Anthony",10,0,11,34923,5,5114
"Simon",9,0,12,33333,6,5114
"James",7,0,14,33617,7,5114
"Jordan",6,0,15,32523,8,5114
"Lester",15,0,6,36650,1,5115
"Paul",11,0,10,36610,2,5115
"Anthony",11,0,10,35629,3,5115
"James",11,0,10,35118,4,5115
"Luke",11,0,10,34577,5,5115
"Mark",10,0,11,36010,6,5115
"Simon",8,0,13,33733,7,5115
"Jordan",7,0,14,33368,8,5115
"Lester",14,0,7,36270,1,5116
"Anthony",13,0,8,35429,2,5116
"Luke",13,0,8,35245,3,5116
"Mark",10,1,10,35496,4,5116
"Paul",10,0,11,36464,5,5116
"James",10,0,11,34820,6,5116
"Simon",7,0,14,34172,7,5116
"Jordan",6,1,14,33294,8,5116
"Lester",16,0,5,36301,1,5117
"Paul",14,0,7,37029,2,5117
"Anthony",14,0,7,35582,3,5117
"James",9,0,12,34786,4,5117
"Mark",9,0,12,34750,5,5117
"Luke",9,0,12,34039,6,5117
"Jordan",7,0,14,33208,7,5117
"Simon",6,0,15,33394,8,5117
"Lester",14,0,7,36177,1,5118
"Anthony",14,0,7,35837,2,5118
"Mark",13,0,8,35609,3,5118
"James",11,0,10,34701,4,5118
"Paul",10,0,11,36159,5,5118
"Luke",9,0,12,35130,6,5118
"Simon",7,0,14,33713,7,5118
"Jordan",6,0,15,32512,8,5118
"Lester",15,0,6,36363,1,5119
"Paul",14,0,7,36795,2,5119
"Luke",12,0,9,34462,3,5119
"Mark",11,0,10,35135,4,5119
"James",10,0,11,34839,5,5119
"Anthony",10,0,11,34625,6,5119
"Jordan",7,0,14,33202,7,5119
"Simon",5,0,16,32239,8,5119
"Lester",16,0,5,36620,1,5120
"James",13,0,8,35342,2,5120
"Paul",12,0,9,36933,3,5120
"Luke",10,0,11,35100,4,5120
"Mark",10,0,11,34944,5,5120
"Anthony",10,0,11,34726,6,5120
"Simon",8,0,13,33790,7,5120
"Jordan",5,0,16,32694,8,5120
"Lester",14,0,7,36618,1,5121
"Paul",13,0,8,35886,2,5121
"Anthony",12,0,9,35066,3,5121
"Luke",12,0,9,35065,4,5121
"Mark",10,0,11,35303,5,5121
"Jordan",10,0,11,33750,6,5121
"James",9,0,12,34411,7,5121
"Simon",4,0,17,33479,8,5121
"Paul",15,0,6,37804,1,5122
"James",13,1,7,34676,2,5122
"Lester",13,0,8,36381,3,5122
"Anthony",12,0,9,34765,4,5122
"Mark",9,0,12,35205,5,5122
"Simon",8,1,12,34021,6,5122
"Luke",7,0,14,34727,7,5122
"Jordan",6,0,15,32769,8,5122
"Lester",14,0,7,36558,1,5123
"Paul",11,0,10,36223,2,5123
"Anthony",10,1,10,36013,3,5123
"Jordan",10,1,10,33315,4,5123
"Luke",10,0,11,35490,5,5123
"Mark",10,0,11,34779,6,5123
"James",9,0,12,34828,7,5123
"Simon",9,0,12,34049,8,5123
"Paul",16,0,5,36841,1,5124
"Lester",12,0,9,35989,2,5124
"Anthony",11,0,10,35248,3,5124
"James",10,1,10,35315,4,5124
"Luke",10,1,10,35089,5,5124
"Mark",10,0,11,35108,6,5124
"Simon",7,0,14,33360,7,5124
"Jordan",7,0,14,33345,8,5124
"Paul",14,0,7,37384,1,5125
"Lester",13,0,8,36343,2,5125
"Luke",13,0,8,35287,3,5125
"Mark",11,0,10,35751,4,5125
"Anthony",11,0,10,35125,5,5125
"Simon",9,0,12,34535,6,5125
"Jordan",7,0,14,33010,7,5125
"James",6,0,15,34163,8,5125
"Paul",14,0,7,37185,1,5126
"Lester",12,0,9,36963,2,5126
"Anthony",12,0,9,35779,3,5126
"Mark",12,0,9,35709,4,5126
"Luke",10,0,11,34832,5,5126
"James",10,0,11,34795,6,5126
"Simon",7,0,14,33797,7,5126
"Jordan",7,0,14,33219,8,5126
"Paul",14,0,7,36480,1,5127
"Lester",14,0,7,35826,2,5127
"Anthony",11,0,10,35358,3,5127
"Mark",11,0,10,35147,4,5127
"Luke",11,0,10,34896,5,5127
"James",10,0,11,34039,6,5127
"Jordan",7,0,14,34046,7,5127
"Simon",6,0,15,32854,8,5127
"Paul",15,0,6,37211,1,5128
"Lester",13,0,8,36838,2,5128
"Mark",12,0,9,35663,3,5128
"Anthony",12,0,9,35647,4,5128
"Luke",11,0,10,34699,5,5128
"James",9,0,12,35359,6,5128
"Jordan",7,0,14,32965,7,5128
"Simon",5,0,16,33551,8,5128
"Lester",16,0,5,37326,1,5129
"Paul",14,0,7,35921,2,5129
"Anthony",13,0,8,35456,3,5129
"Mark",11,0,10,35283,4,5129
"James",11,0,10,34590,5,5129
"Luke",8,0,13,34535,6,5129
"Jordan",6,0,15,32701,7,5129
"Simon",5,0,16,33496,8,5129
"Paul",16,0,5,36973,1,5130
"Lester",16,0,5,36847,2,5130
"Luke",12,0,9,34628,3,5130
"James",10,0,11,35462,4,5130
"Mark",9,0,12,35421,5,5130
"Anthony",8,0,13,34756,6,5130
"Jordan",7,0,14,33181,7,5130
"Simon",6,0,15,33790,8,5130
"Lester",15,0,6,36376,1,5131
"Paul",14,0,7,35766,2,5131
"Mark",11,0,10,35714,3,5131
"Luke",11,0,10,35008,4,5131
"James",11,0,10,34314,5,5131
"Anthony",11,0,10,34140,6,5131
"Simon",6,0,15,33287,7,5131
"Jordan",5,0,16,32536,8,5131
"Paul",16,0,5,37174,1,5132
"Lester",14,0,7,36792,2,5132
"Anthony",11,0,10,35604,3,5132
"Mark",10,0,11,35188,4,5132
"Luke",9,0,12,35087,5,5132
"Jordan",9,0,12,33365,6,5132
"Simon",8,0,13,33566,7,5132
"James",7,0,14,34298,8,5132
"Lester",13,0,8,36455,1,5133
"Paul",12,0,9,36461,2,5133
"Luke",12,0,9,35232,3,5133
"Mark",11,0,10,35389,4,5133
"Anthony",10,0,11,34594,5,5133
"Jordan",10,0,11,34073,6,5133
"Simon",9,0,12,34448,7,5133
"James",7,0,14,33658,8,5133
"Lester",16,0,5,36693,1,5134
"Paul",13,0,8,36319,2,5134
"Anthony",13,0,8,35643,3,5134
"Mark",11,0,10,36111,4,5134
"Luke",11,0,10,34894,5,5134
"Simon",8,0,13,34635,6,5134
"James",6,0,15,34276,7,5134
"Jordan",6,0,15,33154,8,5134
"Paul",15,0,6,37857,1,5135
"Lester",12,0,9,35465,2,5135
"Mark",12,0,9,34932,3,5135
"Anthony",10,0,11,35777,4,5135
"Jordan",10,0,11,33658,5,5135
"James",9,0,12,34500,6,5135
"Luke",8,0,13,34479,7,5135
"Simon",8,0,13,33901,8,5135
"Lester",16,0,5,36735,1,5136
"Paul",14,0,7,36398,2,5136
"Anthony",11,0,10,35018,3,5136
"Mark",10,0,11,35042,4,5136
"James",10,0,11,34610,5,5136
"Jordan",9,0,12,33768,6,5136
"Luke",7,0,14,34377,7,5136
"Simon",7,0,14,33901,8,5136
"Anthony",15,0,6,36141,1,5137
"Lester",14,0,7,36749,2,5137
"Mark",11,0,10,35787,3,5137
"Jordan",11,0,10,34009,4,5137
"Paul",10,0,11,35683,5,5137
"James",10,0,11,35041,6,5137
"Simon",8,0,13,33160,7,5137
"Luke",5,0,16,34286,8,5137
"Paul",15,0,6,37128,1,5138
"Lester",15,0,6,36532,2,5138
"Anthony",11,0,10,35595,3,5138
"James",10,0,11,35330,4,5138
"Luke",10,0,11,35204,5,5138
"Simon",8,0,13,34274,6,5138
"Jordan",8,0,13,33685,7,5138
"Mark",7,0,14,34677,8,5138
"Anthony",14,0,7,35514,1,5139
"Lester",13,0,8,36520,2,5139
"Paul",13,0,8,36295,3,5139
"Luke",10,0,11,34152,4,5139
"Mark",9,0,12,35565,5,5139
"Simon",9,0,12,34090,6,5139
"James",8,0,13,34515,7,5139
"Jordan",8,0,13,33495,8,5139
"Paul",15,0,6,36861,1,5140
"Lester",14,0,7,36230,2,5140
"Luke",11,0,10,35654,3,5140
"James",11,0,10,34649,4,5140
"Mark",9,0,12,34697,5,5140
"Anthony",9,0,12,34207,6,5140
"Simon",8,0,13,33723,7,5140
"Jordan",7,0,14,32728,8,5140
"Paul",16,0,5,37120,1,5141
"Lester",15,0,6,36081,2,5141
"Anthony",12,0,9,34888,3,5141
"Luke",10,0,11,34847,4,5141
"Simon",9,0,12,33801,5,5141
"James",8,0,13,34437,6,5141
"Jordan",8,0,13,32975,7,5141
"Mark",6,0,15,33843,8,5141
"Anthony",14,0,7,34715,1,5142
"Paul",13,0,8,36466,2,5142
"Lester",13,0,8,36245,3,5142
"Luke",12,0,9,35257,4,5142
"James",10,0,11,34672,5,5142
"Mark",8,0,13,34473,6,5142
"Simon",7,0,14,33584,7,5142
"Jordan",7,0,14,33246,8,5142
"Paul",16,0,5,36753,1,5143
"Lester",14,0,7,35935,2,5143
"Anthony",12,0,9,35856,3,5143
"Mark",12,0,9,34635,4,5143
"Luke",11,0,10,35144,5,5143
"Simon",8,0,13,34587,6,5143
"Jordan",6,0,15,32347,7,5143
"James",5,0,16,34146,8,5143
"Paul",14,0,7,36662,1,5144
"Lester",13,0,8,36276,2,5144
"Jordan",13,0,8,34234,3,5144
"Mark",12,0,9,35842,4,5144
"Anthony",12,0,9,35668,5,5144
"Luke",9,0,12,34955,6,5144
"James",6,0,15,33751,7,5144
"Simon",5,0,16,32722,8,5144
"Paul",15,0,6,37166,1,5145
"Lester",14,0,7,36014,2,5145
"Luke",11,0,10,34910,3,5145
"Anthony",10,0,11,35518,4,5145
"Mark",10,0,11,34885,5,5145
"James",9,0,12,35222,6,5145
"Simon",9,0,12,33604,7,5145
"Jordan",6,0,15,32482,8,5145
"Lester",14,0,7,35761,1,5146
"Paul",13,0,8,36125,2,5146
"Mark",13,0,8,35451,3,5146
"Luke",12,0,9,34702,4,5146
"Anthony",11,0,10,35073,5,5146
"James",11,0,10,35035,6,5146
"Jordan",6,0,15,32905,7,5146
"Simon",4,0,17,32674,8,5146
"Anthony",13,0,8,35906,1,5147
"Lester",12,0,9,36168,2,5147
"Mark",11,0,10,35805,3,5147
"Paul",11,0,10,35508,4,5147
"James",10,0,11,34607,5,5147
"Simon",10,0,11,32977,6,5147
"Luke",9,0,12,34777,7,5147
"Jordan",8,0,13,33224,8,5147
"Luke",13,0,8,35132,1,5148
"Lester",12,0,9,35951,2,5148
"Mark",12,0,9,35801,3,5148
"Paul",12,0,9,35291,4,5148
"Anthony",12,0,9,34937,5,5148
"Simon",10,0,11,34224,6,5148
"James",9,0,12,34762,7,5148
"Jordan",4,0,17,31770,8,5148
"Luke",14,0,7,35796,1,5149
"Paul",13,0,8,36339,2,5149
"Anthony",13,0,8,35529,3,5149
"Lester",12,0,9,36299,4,5149
"Mark",9,0,12,34626,5,5149
"James",8,0,13,35214,6,5149
"Jordan",8,0,13,33682,7,5149
"Simon",7,0,14,33830,8,5149
"Lester",15,0,6,36144,1,5150
"Mark",12,0,9,35703,2,5150
"Anthony",12,0,9,35313,3,5150
"Luke",12,0,9,34641,4,5150
"Paul",11,0,10,36023,5,5150
"James",9,0,12,34595,6,5150
"Simon",7,0,14,33163,7,5150
"Jordan",6,0,15,32566,8,5150
"Paul",13,0,8,36475,1,5151
"Lester",13,0,8,36136,2,5151
"Luke",12,0,9,35240,3,5151
"Anthony",12,0,9,34788,4,5151
"Mark",11,0,10,35334,5,5151
"Jordan",9,0,12,33692,6,5151
"James",8,0,13,33765,7,5151
"Simon",6,0,15,33914,8,5151
"Lester",15,0,6,36654,1,5152
"Anthony",14,0,7,36404,2,5152
"Paul",14,0,7,35989,3,5152
"James",11,0,10,34918,4,5152
"Mark",10,0,11,35970,5,5152
"Luke",10,0,11,34598,6,5152
"Simon",5,0,16,33479,7,5152
"Jordan",5,0,16,32220,8,5152
"Paul",16,0,5,36901,1,5153
"Lester",15,0,6,36463,2,5153
"Anthony",13,0,8,35836,3,5153
"Luke",11,0,10,34956,4,5153
"Mark",8,0,13,35376,5,5153
"James",8,0,13,35204,6,5153
"Jordan",7,0,14,33033,7,5153
"Simon",6,0,15,33059,8,5153
"Paul",17,0,4,36622,1,5154
"Lester",15,0,6,36111,2,5154
"Luke",11,0,10,35282,3,5154
"Anthony",11,0,10,34999,4,5154
"James",9,0,12,34451,5,5154
"Mark",8,0,13,35704,6,5154
"Jordan",8,0,13,32946,7,5154
"Simon",5,0,16,33113,8,5154
"Paul",14,0,7,36858,1,5155
"Lester",13,0,8,35946,2,5155
"Anthony",12,0,9,35818,3,5155
"Mark",11,0,10,35100,4,5155
"Luke",10,0,11,34538,5,5155
"Simon",9,0,12,33026,6,5155
"James",8,0,13,33989,7,5155
"Jordan",7,0,14,32672,8,5155
"Lester",16,0,5,36498,1,5156
"Anthony",13,0,8,35323,2,5156
"Paul",12,0,9,36080,3,5156
"James",11,0,10,35111,4,5156
"Luke",11,0,10,34916,5,5156
"Jordan",9,0,12,33085,6,5156
"Mark",6,0,15,34438,7,5156
"Simon",6,0,15,33563,8,5156
"Paul",14,0,7,36367,1,5157
"Lester",14,0,7,36117,2,5157
"Luke",13,0,8,35672,3,5157
"Mark",10,0,11,35154,4,5157
"James",10,0,11,34627,5,5157
"Anthony",9,0,12,35344,6,5157
"Simon",8,0,13,34207,7,5157
"Jordan",6,0,15,33099,8,5157
"Paul",14,0,7,37272,1,5158
"Lester",13,0,8,36659,2,5158
"Luke",12,0,9,34082,3,5158
"Anthony",11,0,10,34943,4,5158
"James",11,0,10,34180,5,5158
"Jordan",9,0,12,33616,6,5158
"Mark",7,0,14,34199,7,5158
"Simon",7,0,14,33482,8,5158
"Lester",15,0,6,36828,1,5159
"Paul",12,0,9,36323,2,5159
"Anthony",12,0,9,35506,3,5159
"James",11,0,10,34981,4,5159
"Mark",10,0,11,35704,5,5159
"Luke",9,0,12,34493,6,5159
"Jordan",9,0,12,33466,7,5159
"Simon",6,0,15,32440,8,5159
"Lester",15,0,6,36356,1,5160
"Mark",12,0,9,35665,2,5160
"Anthony",12,0,9,34973,3,5160
"Paul",11,0,10,36091,4,5160
"Jordan",11,0,10,34131,5,5160
"Luke",10,0,11,35011,6,5160
"Simon",7,0,14,33692,7,5160
"James",6,0,15,34154,8,5160
"Lester",19,0,2,36977,1,5161
"Paul",12,0,9,36746,2,5161
"Mark",12,0,9,36006,3,5161
"Anthony",12,0,9,34926,4,5161
"James",10,0,11,34711,5,5161
"Luke",8,0,13,34515,6,5161
"Jordan",6,0,15,32984,7,5161
"Simon",5,0,16,33675,8,5161
"Paul",14,0,7,36804,1,5162
"Lester",13,0,8,35683,2,5162
"James",12,0,9,35619,3,5162
"Luke",12,0,9,34809,4,5162
"Anthony",11,0,10,35105,5,5162
"Mark",9,0,12,34872,6,5162
"Jordan",7,0,14,32475,7,5162
"Simon",6,0,15,33497,8,5162
"Lester",15,0,6,36600,1,5163
"Mark",14,0,7,36156,2,5163
"Paul",12,0,9,37103,3,5163
"Luke",10,0,11,34656,4,5163
"Anthony",10,0,11,34501,5,5163
"Simon",8,0,13,34077,6,5163
"James",8,0,13,34002,7,5163
"Jordan",7,0,14,33073,8,5163
"Lester",15,0,6,36135,1,5164
"Paul",13,0,8,36710,2,5164
"Mark",11,0,10,35856,3,5164
"James",11,0,10,34932,4,5164
"Luke",11,0,10,34930,5,5164
"Anthony",10,0,11,34655,6,5164
"Jordan",8,0,13,33270,7,5164
"Simon",5,0,16,33031,8,5164
"Lester",15,0,6,37032,1,5165
"Anthony",13,0,8,35909,2,5165
"Paul",12,0,9,36105,3,5165
"Mark",11,0,10,35177,4,5165
"Luke",11,0,10,34963,5,5165
"James",8,0,13,35302,6,5165
"Simon",7,0,14,33407,7,5165
"Jordan",7,0,14,33384,8,5165
"Lester",15,0,6,36782,1,5166
"Paul",13,0,8,36307,2,5166
"Anthony",12,0,9,36035,3,5166
"James",12,0,9,34635,4,5166
"Jordan",10,0,11,33462,5,5166
"Mark",9,0,12,34992,6,5166
"Luke",8,0,13,35098,7,5166
"Simon",5,0,16,33485,8,5166
"Paul",14,0,7,37349,1,5167
"Anthony",12,0,9,35528,2,5167
"Lester",11,0,10,36180,3,5167
"James",11,0,10,34476,4,5167
"Luke",10,0,11,34509,5,5167
"Jordan",10,0,11,32927,6,5167
"Simon",9,0,12,33612,7,5167
"Mark",7,0,14,34615,8,5167
"Lester",14,0,7,36441,1,5168
"Paul",13,0,8,36636,2,5168
"Luke",13,0,8,35027,3,5168
"Anthony",11,0,10,35095,4,5168
"Mark",10,0,11,35701,5,5168
"James",9,0,12,34758,6,5168
"Jordan",9,0,12,33605,7,5168
"Simon",5,0,16,33469,8,5168
"Lester",14,0,7,36928,1,5169
"Paul",14,0,7,35928,2,5169
"Luke",12,0,9,35121,3,5169
"Mark",11,0,10,35316,4,5169
"Anthony",10,0,11,34739,5,5169
"James",8,0,13,34556,6,5169
"Jordan",8,0,13,33709,7,5169
"Simon",7,0,14,32895,8,5169
"Anthony",14,0,7,34775,1,5170
"Paul",13,0,8,36851,2,5170
"Lester",13,0,8,36035,3,5170
"Mark",11,0,10,35479,4,5170
"James",10,0,11,34431,5,5170
"Luke",9,0,12,34955,6,5170
"Jordan",8,0,13,32945,7,5170
"Simon",6,0,15,33216,8,5170
"Lester",16,0,5,36573,1,5171
"Mark",13,0,8,36156,2,5171
"Paul",12,0,9,35749,3,5171
"James",11,0,10,35399,4,5171
"Luke",10,0,11,34453,5,5171
"Anthony",9,0,12,34744,6,5171
"Simon",8,0,13,33434,7,5171
"Jordan",5,0,16,31747,8,5171
"Paul",14,0,7,36823,1,5172
"Lester",13,0,8,36089,2,5172
"Anthony",12,0,9,35878,3,5172
"James",12,0,9,34862,4,5172
"Luke",10,0,11,35052,5,5172
"Mark",10,0,11,34955,6,5172
"Jordan",8,0,13,33221,7,5172
"Simon",5,0,16,33619,8,5172
"Lester",14,0,7,36193,1,5173
"Mark",11,0,10,35369,2,5173
"Luke",11,0,10,35050,3,5173
"Paul",10,0,11,36105,4,5173
"James",10,0,11,35177,5,5173
"Anthony",10,0,11,34374,6,5173
"Jordan",10,0,11,33375,7,5173
"Simon",8,0,13,33601,8,5173
"Paul",14,0,7,37279,1,5174
"Lester",13,0,8,36470,2,5174
"Anthony",12,0,9,35925,3,5174
"Mark",10,0,11,35214,4,5174
"Luke",10,0,11,34759,5,5174
"Jordan",9,0,12,33764,6,5174
"James",8,0,13,34987,7,5174
"Simon",8,0,13,34079,8,5174
"Lester",15,0,6,37227,1,5175
"Paul",15,0,6,36473,2,5175
"Anthony",13,0,8,36115,3,5175
"Mark",10,0,11,35520,4,5175
"Luke",10,0,11,34553,5,5175
"James",9,0,12,34996,6,5175
"Jordan",6,0,15,33170,7,5175
"Simon",6,0,15,33106,8,5175
"Paul",14,0,7,37064,1,5176
"Lester",14,0,7,36568,2,5176
"Anthony",12,0,9,35086,3,5176
"Mark",11,0,10,36120,4,5176
"Luke",10,0,11,34771,5,5176
"Jordan",10,0,11,33481,6,5176
"James",7,0,14,34972,7,5176
"Simon",6,0,15,34118,8,5176
"Lester",15,0,6,36449,1,5177
"Anthony",13,0,8,35412,2,5177
"Mark",12,0,9,36087,3,5177
"Paul",11,0,10,36294,4,5177
"Luke",11,0,10,34849,5,5177
"Jordan",8,0,13,33072,6,5177
"James",7,0,14,34252,7,5177
"Simon",7,0,14,33767,8,5177
"Paul",13,0,8,36367,1,5178
"Mark",12,0,9,36689,2,5178
"Lester",12,0,9,35727,3,5178
"Anthony",11,0,10,35741,4,5178
"Jordan",11,0,10,33703,5,5178
"Luke",10,0,11,35193,6,5178
"Simon",8,0,13,33955,7,5178
"James",7,0,14,34305,8,5178
"Lester",16,0,5,36603,1,5179
"Paul",15,0,6,37705,2,5179
"Mark",11,0,10,34952,3,5179
"Luke",9,0,12,35171,4,5179
"James",9,0,12,34832,5,5179
"Anthony",9,0,12,34208,6,5179
"Jordan",8,0,13,33210,7,5179
"Simon",7,0,14,33204,8,5179
"Lester",15,0,6,36131,1,5180
"Paul",13,0,8,36612,2,5180
"Mark",11,0,10,35539,3,5180
"James",11,0,10,35237,4,5180
"Anthony",11,0,10,35177,5,5180
"Luke",11,0,10,34508,6,5180
"Jordan",8,0,13,33027,7,5180
"Simon",4,0,17,33039,8,5180
"Lester",16,0,5,36500,1,5181
"Paul",13,0,8,36222,2,5181
"Anthony",12,0,9,35567,3,5181
"James",10,0,11,34815,4,5181
"Luke",10,0,11,34642,5,5181
"Mark",9,0,12,34328,6,5181
"Jordan",8,0,13,33201,7,5181
"Simon",6,0,15,33742,8,5181
"Paul",16,0,5,36642,1,5182
"Lester",13,0,8,36119,2,5182
"Anthony",11,0,10,35342,3,5182
"Mark",10,0,11,35279,4,5182
"James",10,0,11,34677,5,5182
"Jordan",10,0,11,33418,6,5182
"Luke",7,0,14,34036,7,5182
"Simon",7,0,14,32835,8,5182
"Lester",14,0,7,35992,1,5183
"Paul",14,0,7,35898,2,5183
"Anthony",14,0,7,35858,3,5183
